protein1	protein2
NKX2-1	TFCP2
NKX2-1	ZFHX3
NKX2-1	ZNF384
NKX2-5	CAMTA2
NKX3-1	HMG20B
NKX3-1	RARG
NKX3-1	SP1
NKX3-1	SP2
NKX3-1	SP3
NKX3-1	SP4
NKX3-1	SP5
NKX3-1	SPDEF
NKX3-2	SMAD1
NKX3-2	SMAD4
NPAS1	ARNT
NPAS1	ARNT2
NPAS2	CRX
NPAS2	HESX1
NPAS2	NCOA3
NPAS2	RHOXF1
NPAS2	ZSCAN1
NPAS3	ARNT2
NPAS4	ARNT
NPAS4	ARNT2
NPAS4	ARNTL
NR0B1	ESRRA
NR0B1	ESRRG
NR0B1	PGR
NR0B1	PPARG
NR1D1	NR2E3
NR1D2	GTF2B
NR1D2	RORC
NR1D2	SATB2
NR1D2	ZNF703
NR1H2	FOXO3
NR1H2	NCOA1
NR1H2	NCOA3
NR1H2	STAT1
NR1H2	YY1
NR1H3	FOXO3
NR1H3	NCOA3
NR1H3	NR3C1
NR1H3	STAT1
NR1H3	ZXDC
NR1H4	ESR1
NR1I2	CEBPA
NR1I2	HNF4A
NR1I2	NCOA2
NR1I2	NCOA3
NR1I2	NR5A2
NR1I2	RBCK1
NR1I2	RXRB
NR1I2	RXRG
NR1I2	TFAP2C
NR1I2	TP53
NR1I3	NCOA3
NR1I3	NR0B1
NR1I3	RXRA
NR2C1	AR
NR2C1	DNMT1
NR2C1	ESR1
NR2C1	MBD3
NR2C1	NR2C2
NR2C2	ADNP
NR2C2	AHCTF1
NR2C2	AKAP8L
NR2C2	AR
NR2C2	ATF1
NR2C2	BAZ2A
NR2C2	CDC5L
NR2C2	CEBPZ
NR2C2	DNMT1
NR2C2	ESR1
NR2C2	GABPA
NR2C2	GATA2
NR2C2	GATAD2A
NR2C2	GFI1B
NR2C2	GMEB2
NR2C2	GTF2I
NR2C2	HNF4A
NR2C2	IKZF1
NR2C2	JAZF1
NR2C2	KCMF1
NR2C2	KMT2A
NR2C2	LIN54
NR2C2	NKRF
NR2C2	NR2C1
NR2C2	PA2G4
NR2C2	PATZ1
NR2C2	PRMT3
NR2C2	RREB1
NR2C2	RXRB
NR2C2	SAFB
NR2C2	SAFB2
NR2C2	SON
NR2C2	SP2
NR2C2	STAT1
NR2C2	STAT3
NR2C2	STAT5A
NR2C2	TBPL1
NR2C2	THAP11
NR2C2	TTF1
NR2C2	WT1
NR2C2	YBX1
NR2C2	YY1
NR2C2	ZNF148
NR2C2	ZNF326
NR2C2	ZNF512
NR2C2	ZNF546
NR2C2	ZNF687
NR2E1	BCL11A
NR2E1	SP1
NR2E3	BCL11A
NR2E3	IRF9
NR2E3	NR1D1
NR2E3	RARA
NR2E3	RXRA
NR2F1	AHR
NR2F1	BCL11A
NR2F1	BCL11B
NR2F1	GTF2B
NR2F1	NCOA2
NR2F1	NCOA3
NR2F1	POU2F1
NR2F1	POU2F2
NR2F1	SP1
NR2F2	NR2F6
NR2F2	NR3C1
NR2F6	BCL11A
NR2F6	ESR1
NR2F6	NCOA1
NR2F6	NR2F2
NR2F6	NR3C1
NR2F6	THRB
NR3C1	ARID3B
NR3C1	CENPB
NR3C1	CREB1
NR3C1	ETS2
NR3C1	HOXB1
NR3C1	MAFF
NR3C1	MSX2
NR3C1	NFKB2
NR3C1	NR0B1
NR3C1	NR2E3
NR3C1	NR2F2
NR3C1	ONECUT1
NR3C1	PBX1
NR3C1	POU2F1
NR3C1	POU2F2
NR3C1	PPARG
NR3C1	RXRB
NR3C1	SPEN
NR3C1	STAT3
NR3C1	TCF20
NR3C1	TFAP2A
NR3C1	TMF1
NR3C1	ZBTB20
NR3C1	ZBTB3
NR3C1	ZBTB9
NR3C1	ZFX
NR3C1	ZNF420
NR3C1	ZNF496
NR3C1	ZNF512
NR3C2	NCOA1
NR3C2	PROX1
NR3C2	RXRA
NR4A1	HES1
NR4A1	HIF1A
NR4A1	NCOA1
NR4A1	NCOA3
NR4A1	NR3C1
NR4A1	SMAD3
NR4A1	STAT3
NR4A1	TCF4
NR4A1	TP53
NR4A1	ZNF331
NR4A1	ZNF579
NR4A2	RUNX1
NR4A2	RXRA
NR4A2	RXRB
NR4A3	SIX3
NR5A1	CXXC1
NR5A1	PITX1
NR5A1	ZNF653
NR5A2	CREB1
NR5A2	NCOA1
NR6A1	NCOA1
NRF1	CEBPB
NRF1	SP4
OLIG1	TCF3
OLIG2	TCF3
OTX2	LHX1
PA2G4	AR
PA2G4	HMGA1
PA2G4	HMGA2
PA2G4	YBX1
PA2G4	ZNF207
PATZ1	AR
PATZ1	MITF
PATZ1	TP53
PAX1	MEOX1
PAX1	MEOX2
PAX2	PRDM14
PAX2	SNAI1
PAX3	MEOX1
PAX3	MEOX2
PAX3	MSX1
PAX5	TBP
PAX6	AR
PAX6	CDX2
PAX6	EN1
PAX6	HOXB1
PAX6	LHX2
PAX6	PKNOX1
PAX6	PROX1
PAX6	RAX
PAX6	VSX2
PAX9	ZNF440
PAX9	ZNF580
PBX1	HOXC8
PBX1	HOXD4
PBX1	HOXD9
PBX1	PDX1
PCGF2	HIF1A
PCGF2	SCMH1
PCGF2	SPDEF
PCGF6	TFDP2
PCGF6	ZBTB33
PCGF6	ZKSCAN1
PCGF6	ZNF644
PGR	BATF3
PGR	BPTF
PGR	JDP2
PGR	KLF9
PGR	NCOA2
PGR	NR0B1
PGR	PRDM2
PGR	RELA
PGR	SP1
PGR	STAT5A
PGR	STAT5B
PHF19	CHAMP1
PHF19	HIC1
PHF1	HIC1
PHF1	NCOA3
PHF1	TFCP2
PHF1	THAP1
PHF1	TP53
PHF1	ZNF217
PHF21A	ARNTL
PHF21A	CLOCK
PHF21A	GTF2I
PHF21A	JUN
PHOX2A	HAND2
PHOX2A	JUN
PHOX2A	SP1
PIN1	BCL6
PIN1	CENPB
PIN1	CHAMP1
PIN1	CPEB1
PIN1	DEAF1
PIN1	ETV6
PIN1	FOS
PIN1	FOXO4
PIN1	FOXP2
PIN1	HOMEZ
PIN1	IKZF1
PIN1	IKZF3
PIN1	JUN
PIN1	KMT2B
PIN1	NCOA3
PIN1	NFATC2
PIN1	PPARG
PIN1	RARA
PIN1	RELA
PIN1	REST
PIN1	RUNX3
PIN1	SMAD3
PIN1	SP1
PIN1	TCF4
PIN1	THAP7
PIN1	WIZ
PIN1	ZBTB14
PIN1	ZBTB22
PIN1	ZBTB7B
PIN1	ZBTB9
PIN1	ZNF446
PITX1	CDX4
PITX1	FOXO1
PITX1	PLSCR1
PITX1	POU1F1
PITX1	RFX6
PITX1	RHOXF2
PITX1	ZBTB32
PITX2	MSX2
PKNOX1	PBX4
PKNOX1	RFX3
PKNOX1	ZBTB3
PLAGL1	TP73
PLSCR1	BCL6B
PLSCR1	DMRT3
PLSCR1	HEY2
PLSCR1	ZBTB16
PLSCR1	ZNF417
PLSCR1	ZNF581
PLSCR1	ZNF587
PLSCR1	ZNF764
POU1F1	CEBPD
POU1F1	GATA2
POU1F1	NR1I2
POU1F1	NR1I3
POU1F1	NR3C1
POU1F1	PPARA
POU1F1	PPARG
POU1F1	VDR
POU2AF1	GTF2I
POU2AF1	PAX8
POU2AF1	RHOXF2
POU2F1	AR
POU2F1	CREB1
POU2F1	HOXB13
POU2F1	HOXC4
POU2F1	IRF9
POU2F1	NR3C1
POU2F1	PBX1
POU2F1	PGR
POU2F1	PKNOX1
POU2F1	RARA
POU2F1	RELA
POU2F1	RXRA
POU2F1	SP4
POU2F1	STAT5B
POU2F1	THRA
POU2F1	VDR
POU2F2	AR
POU2F2	ESR1
POU2F2	NR3C1
POU2F2	PGR
POU2F2	RXRA
POU3F1	HMGA1
POU3F2	GTF2B
POU3F2	PAX3
POU3F2	TBP
POU5F1	BPTF
POU5F1	CBX2
POU5F1	CDC5L
POU5F1	EBF1
POU5F1	ETS2
POU5F1	HMGA1
POU5F1	HMGA2
POU5F1	KAT7
POU5F1	KCMF1
POU5F1	KDM2B
POU5F1	MAX
POU5F1	MBD3
POU5F1	MYPOP
POU5F1	OTX2
POU5F1	PATZ1
POU5F1	POU1F1
POU5F1	PURA
POU5F1	PURB
POU5F1	SALL2
POU5F1	SALL3
POU5F1	SOX21
POU5F1	TCF20
POU5F1	TCF7L1
POU5F1	YBX1
POU5F1	ZBTB2
POU5F1	ZBTB47
POU5F1	ZGPAT
POU5F1	ZIC2
POU5F1	ZIC5
POU5F1	ZNF143
POU5F1	ZNF157
POU5F1	ZNF467
POU5F1	ZNF865
PPARA	NCOA3
PPARD	NCOA1
PPARD	NCOA2
PPARD	NCOA3
PPARD	PRMT3
PPARD	PROX1
PPARD	RELA
PPARD	SPEN
PPARG	ATMIN
PPARG	GTF2I
PPARG	HMGA1
PPARG	JUND
PPARG	KLF4
PPARG	MAFF
PPARG	NFE2L3
PPARG	NR0B1
PPARG	NR2E3
PPARG	NR4A1
PPARG	NR4A2
PPARG	PIN1
PPARG	RFX5
PPARG	SAFB2
PPARG	SMAD3
PPARG	SP1
PPARG	STAT1
PPARG	STAT5A
PPARG	STAT6
PPARG	TCF4
PPARG	TFAP2A
PPARG	VDR
PPARG	ZBTB20
PPARG	ZBTB3
PPARG	ZBTB5
PPARG	ZBTB9
PPARG	ZNF496
PPARG	ZSCAN1
PRDM16	AKAP8
PRDM16	CDC5L
PRDM16	GATAD2A
PRDM16	GATAD2B
PRDM16	HMGA1
PRDM16	MBD3
PRDM16	SAFB2
PRDM16	SKI
PRDM16	SMAD3
PRDM16	SON
PRDM16	ZNF512
PRDM1	GTF2I
PRDM1	IKZF3
PRDM1	IRF1
PRDM1	IRF2
PRDM2	E2F1
PRDM2	ESR1
PRDM2	TP53
PRDM5	GLYR1
PRDM5	PRDM10
PRDM5	THAP11
PRDM5	YBX2
PRDM5	ZBTB4
PRDM5	ZFP62
PRDM5	ZFP91
PRDM5	ZNF687
PRMT3	STAT1
PRMT3	TP53
PROX1	SMAD3
PROX1	ZBTB3
PRRX1	GTF2I
PTF1A	TCF3
PTF1A	TCF4
PURA	E2F1
RAG1	RUNX1
RARA	ARID5A
RARA	ARNTL
RARA	CLOCK
RARA	E2F1
RARA	HMGA1
RARA	IRX4
RARA	KLF5
RARA	MBD3
RARA	NPAS2
RARA	NR1H2
RARA	SKI
RARA	SP1
RARA	SRF
RARG	NR2F6
RARG	ZNF576
RBCK1	BACH1
RBCK1	ESR1
RBCK1	HOXA1
RBCK1	NR1I2
RBCK1	NR2C2
RBCK1	PCGF2
RBPJ	ADNP
RBPJ	ALX4
RBPJ	ARID3B
RBPJ	BCL6B
RBPJ	CGGBP1
RBPJ	CREM
RBPJ	CUX1
RBPJ	DLX5
RBPJ	GATAD2A
RBPJ	HMG20B
RBPJ	HOXA10
RBPJ	HOXB9
RBPJ	HOXC13
RBPJ	HOXD13
RBPJ	KDM2A
RBPJ	L3MBTL3
RBPJ	LCOR
RBPJ	MBD1
RBPJ	MBD2
RBPJ	MECP2
RBPJ	NFATC1
RBPJ	NFIA
RBPJ	NFIC
RBPJ	NFIX
RBPJ	NKX2-5
RBPJ	NKX6-1
RBPJ	NR2F2
RBPJ	PATZ1
RBPJ	PHF21A
RBPJ	PITX2
RBPJ	SATB1
RBPJ	SATB2
RBPJ	TBP
RBPJ	TFAP4
RBPJ	TP53
RBPJ	ZBTB10
RBPJ	ZNF143
RBPJ	ZNF268
RBPJ	ZNF589
RBSN	LMX1B
RELA	AHR
RELA	AKAP8L
RELA	AR
RELA	ARNT
RELA	ATF3
RELA	CDX2
RELA	CEBPD
RELA	CEBPZ
RELA	DPF3
RELA	EGR1
RELA	ESR1
RELA	HIF1A
RELA	IRF8
RELA	IRF9
RELA	KDM2A
RELA	POU2F1
REL	AR
RELA	RXRA
RELA	SMAD3
RELA	SMAD4
RELA	SNAI1
RELA	SP3
RELA	TBP
RELA	TCF4
RELA	TEAD4
RELA	TP63
RELA	TWIST1
RELA	USF2
RELA	ZBTB33
RELA	ZBTB7A
RELA	ZBTB7B
RELA	ZFP91
REL	BARHL2
RELB	DNMT1
RELB	SMAD3
RELB	SMAD4
REL	CGGBP1
REL	DMRT3
REL	NEUROG3
REL	PRDM10
REL	TP53
REL	ZNF417
REL	ZNF550
REL	ZNF564
REL	ZNF572
REL	ZNF765
REPIN1	GATA3
REPIN1	ZNF672
REST	GTF2B
REST	HMGA1
REST	NR1D2
REST	PIN1
REST	SP1
REST	TBP
REST	TERF2
REST	YBX1
REXO4	ESR1
REXO4	ESR2
RFX1	NFIB
RFX1	NFIC
RFX1	NFIX
RFX1	RFX3
RFX2	RFX6
RFX3	MBD2
RFX3	RFX6
RFX4	RFX2
RFX4	RFX3
RFX5	PPARG
RFX5	RFX7
RORA	CEBPB
RORA	NCOA1
RORA	NR0B1
RORA	PROX1
RORA	SP1
RORB	CLOCK
RORB	NCOA1
RORC	ARNTL
RORC	CLOCK
RORC	TP53
RREB1	AR
RUNX1	ARID3A
RUNX1	DNMT1
RUNX1	ELF4
RUNX1	FOS
RUNX1	GATAD2A
RUNX1	GATAD2B
RUNX1	HIC2
RUNX1	HIF1A
RUNX1	IKZF1
RUNX1	IKZF3
RUNX1	JUN
RUNX1	NR4A2
RUNX1	RAG1
RUNX1	RARA
RUNX1	UBP1
RUNX1	VDR
RUNX1	ZNF326
RUNX2	FOS
RUNX2	HIF1A
RUNX2	HIVEP3
RUNX2	JUN
RUNX2	STAT5A
RUNX3	HIF1A
RUNX3	IKZF3
RUNX3	MYCN
RUNX3	SP110
RXRA	ARID5A
RXRA	ARNTL
RXRA	BHLHE40
RXRA	BHLHE41
RXRA	CLOCK
RXRA	MYOD1
RXRA	NR1I3
RXRA	NR2F6
RXRA	RELA
RXRA	SP1
RXRA	SRF
RXRA	STAT1
RXRA	ZBTB16
RXRB	PLSCR1
RXRB	TFCP2
RXRG	CEBPZ
RXRG	NR2F6
RXRG	SRF
SAFB2	ESR1
SAFB2	TP53
SAFB2	ZSCAN18
SAFB	SON
SAFB	TP53
SALL1	TERF1
SALL2	NR2F2
SATB1	TAL1
SATB1	TOPORS
SETDB1	MBD1
SETDB1	ZNF274
SETDB2	ZNF445
SIX3	NR4A3
SKI	ESR1
SKI	GLI2
SKI	GLI3
SKIL	CXXC5
SKIL	ESR1
SKIL	HEY1
SKIL	HEYL
SKIL	SETDB1
SKIL	THAP5
SKIL	ZBTB3
SKIL	ZBTB6
SKIL	ZNF200
SKI	MECP2
SKI	NFIX
SKI	PRDM16
SKI	SIX1
SKI	SPI1
SKI	TEAD1
SKI	TP53
SMAD1	AR
SMAD1	DACH1
SMAD1	FOXG1
SMAD1	FOXO3
SMAD1	GLI3
SMAD1	GMEB1
SMAD1	HBP1
SMAD1	HOXC8
SMAD1	LEF1
SMAD1	MECOM
SMAD1	MGA
SMAD1	NEUROG1
SMAD1	NKX3-2
SMAD1	PAX6
SMAD1	RFX1
SMAD1	RUNX1
SMAD1	RUNX3
SMAD1	SKIL
SMAD1	SOX5
SMAD1	TCF20
SMAD1	TP53
SMAD1	TTF1
SMAD1	YY1
SMAD1	ZEB2
SMAD1	ZNF251
SMAD1	ZNF510
SMAD1	ZNF76
SMAD1	ZSCAN4
SMAD3	BACH1
SMAD3	BPTF
SMAD3	CEBPA
SMAD3	CEBPD
SMAD3	CRX
SMAD3	CTCF
SMAD3	CXXC5
SMAD3	EPAS1
SMAD3	FOXM1
SMAD3	GMEB1
SMAD3	HEY1
SMAD3	HEYL
SMAD3	HIVEP1
SMAD3	JUND
SMAD3	KDM2A
SMAD3	KMT2B
SMAD3	LEF1
SMAD3	MAFK
SMAD3	MECOM
SMAD3	MEOX2
SMAD3	MTF2
SMAD3	NCOA3
SMAD3	NFIA
SMAD3	NFYC
SMAD3	PAX6
SMAD3	PIN1
SMAD3	PITX1
SMAD3	PITX2
SMAD3	PLAG1
SMAD3	PLAGL1
SMAD3	PRDM4
SMAD3	SMAD5
SMAD3	SOX9
SMAD3	SREBF2
SMAD3	SRY
SMAD3	YY1
SMAD3	ZBTB16
SMAD3	ZBTB3
SMAD3	ZNF329
SMAD3	ZNF83
SMAD4	AHR
SMAD4	CEBPA
SMAD4	CEBPD
SMAD4	DACH1
SMAD4	HMG20A
SMAD4	IRF3
SMAD4	MECOM
SMAD4	NFIA
SMAD4	NFIX
SMAD4	NFKB1
SMAD4	PAX6
SMAD4	RFX1
SMAD4	SOX12
SMAD4	YY1
SMAD4	ZBED5
SMAD4	ZBTB7A
SMAD5	CXXC5
SMAD5	PAX6
SMAD5	RUNX1
SMAD5	RUNX3
SMAD5	SOX5
SMAD5	SOX7
SMAD9	ARNT
SMAD9	CXXC5
SMAD9	E4F1
SMAD9	FLI1
SMAD9	HEY1
SMAD9	HEYL
SMAD9	PPARD
SMAD9	RFX1
SMAD9	TERF1
SMAD9	ZEB2
SMAD9	ZNF143
SMAD9	ZNF557
SMAD9	ZNF587B
SMAD9	ZNF592
SMAD9	ZNF83
SMAD9	ZSCAN4
SMYD3	ESR1
SNAI1	CDC5L
SNAI1	DNMT1
SNAI1	E2F7
SNAI1	EGR2
SNAI1	HMG20A
SNAI1	PURA
SNAI1	PURB
SNAI1	RELA
SNAI1	YBX1
SNAI1	YBX3
SNAPC5	BATF
SOX14	NAIF1
SOX15	BHLHE40
SOX15	HSFY1
SOX18	MEF2C
SOX2	ADNP
SOX2	ALX4
SOX2	ARID3A
SOX2	ARID3B
SOX2	ARID5B
SOX2	BAZ2B
SOX2	BPTF
SOX2	CBX2
SOX2	CDX1
SOX2	CIC
SOX2	CLOCK
SOX2	CUX1
SOX2	DACH1
SOX2	ELF2
SOX2	ETV3
SOX2	ETV6
SOX2	FOXC1
SOX2	FOXK1
SOX2	FOXK2
SOX2	FOXP4
SOX2	GATA4
SOX2	GATAD2A
SOX2	GATAD2B
SOX2	GLI3
SOX2	GLIS3
SOX2	GTF2I
SOX2	HOXA5
SOX2	JUN
SOX2	JUND
SOX2	KCMF1
SOX2	KDM2B
SOX2	KMT2A
SOX2	LIN54
SOX2	MBD2
SOX2	MBD3
SOX2	MECOM
SOX2	MECP2
SOX2	MEIS2
SOX2	NCOA2
SOX2	NCOA3
SOX2	NFIA
SOX2	NFIB
SOX2	NFIC
SOX2	NR2C1
SOX2	NR2C2
SOX2	PATZ1
SOX2	PBX2
SOX2	PRR12
SOX2	RFX1
SOX2	RFX3
SOX2	RUNX1
SOX2	SALL2
SOX2	SALL3
SOX2	SATB1
SOX2	SIX4
SOX2	SOX14
SOX2	SOX21
SOX2	SOX5
SOX2	SOX6
SOX2	SOX8
SOX2	SP2
SOX2	SPEN
SOX2	TBX2
SOX2	TBX3
SOX2	TCF12
SOX2	TCF20
SOX2	TCF3
SOX2	TCF7L2
SOX2	TEAD1
SOX2	TFAP2A
SOX2	TFAP4
SOX2	TP63
SOX2	TP73
SOX2	TRERF1
SOX2	TRPS1
SOX2	TSHZ3
SOX2	TWIST1
SOX2	WIZ
SOX2	ZBTB10
SOX2	ZBTB5
SOX2	ZBTB7A
SOX2	ZEB1
SOX2	ZEB2
SOX2	ZFHX4
SOX2	ZNF148
SOX2	ZNF24
SOX2	ZNF281
SOX2	ZNF292
SOX2	ZNF362
SOX2	ZNF384
SOX2	ZNF462
SOX2	ZNF536
SOX2	ZNF608
SOX2	ZNF609
SOX2	ZNF644
SOX2	ZNF687
SOX2	ZNF787
SOX3	MYC
SOX3	TEAD2
SOX4	DACH1
SOX4	FOXH1
SOX4	MNT
SOX4	MYC
SOX4	NANOGNB
SOX4	TP53
SOX5	SOX1
SOX5	SOX11
SOX5	SOX6
SOX5	ZNF581
SOX6	ZNF184
SOX9	CREB3L4
SOX9	MAF
SOX9	SCX
SOX9	ZBTB7A
SP100	ETS1
SP100	L3MBTL3
SP110	ZSCAN9
SP1	AHR
SP1	AR
SP1	BCL11B
SP1	CEBPB
SP1	DEAF1
SP1	EGR1
SP1	ELF1
SP1	EPAS1
SP1	ESRRA
SP1	ESRRB
SP1	ESRRG
SP1	GATA1
SP1	GATA3
SP1	GATA4
SP1	GATA6
SP1	HIC1
SP1	HMGA1
SP1	HNF4A
SP1	KLF10
SP1	KLF4
SP1	KLF6
SP1	KLF9
SP1	KMT2A
SP1	MECP2
SP1	MEF2C
SP1	MEF2D
SP1	MEIS2
SP1	MSX1
SP1	MYCN
SP1	MYOD1
SP1	MYOG
SP1	NFKB1
SP1	NFKB2
SP1	NR2E1
SP1	NR2F1
SP1	NR5A1
SP1	PGR
SP1	PHOX2A
SP1	PIN1
SP1	PPARG
SP1	PURA
SP1	RARA
SP1	REL
SP1	REST
SP1	RXRA
SP1	SRF
SP1	STAT3
SP1	TAL1
SP1	TBX21
SP1	TFAP2A
SP1	TLX3
SP1	TP73
SP1	YY1
SP1	ZBTB2
SP2	IRF1
SP3	DEAF1
SP3	DNMT1
SP3	MECP2
SP3	TP53
SP3	TP73
SP3	YY1
SP4	CRX
SP4	FOXP2
SP4	SP1
SP4	SP3
SPDEF	MECOM
SPDEF	NKX3-1
SPDEF	PRDM16
SPEN	RUNX1
SPI1	ATF1
SPI1	BCL6
SPI1	CREM
SPI1	ETS1
SPI1	ETS2
SPI1	ETV1
SPI1	FOS
SPI1	HOXA10
SPI1	IRF1
SPI1	IRF2
SPI1	MECP2
SPI1	SKI
SPIB	JUN
SPIB	SPI1
SPIB	TBP
SRCAP	AR
SREBF1	AR
SREBF1	NR0B1
SREBF1	SP1
SREBF1	SREBF2
SREBF1	TWIST2
SREBF1	ZBTB7A
SREBF2	ATF6
SREBF2	EGR1
SREBF2	HINFP
SREBF2	SMAD3
SRF	ATF6
SRF	CEBPB
SRF	GTF2I
SRF	MYOG
SRF	NCOA1
SRF	NFKB1
SRF	NFYA
SRF	NKX3-1
SRF	REL
SRF	RELA
SRY	SP1
STAT1	ATF3
STAT1	DOT1L
STAT1	HSF1
STAT1	PPARA
STAT1	PPARD
STAT1	PPARG
STAT1	RELA
STAT2	ZNF692
STAT3	ATF3
STAT3	BATF3
STAT3	HES5
STAT3	HESX1
STAT3	HIC1
STAT3	KLF15
STAT3	NCOA1
STAT3	NFKB1
STAT3	NFKB2
STAT3	PGR
STAT3	PPARD
STAT3	RELB
STAT3	RUNX2
STAT3	SMAD1
STAT3	SP1
STAT3	ZFPM2
STAT3	ZNF281
STAT3	ZNF557
STAT3	ZNF829
STAT5A	ESR2
STAT5A	MYB
STAT5A	NCOA1
STAT5A	OLIG1
STAT5A	PGR
STAT5A	PPARG
STAT5A	TCF12
STAT5A	ZNF596
STAT5B	HIVEP1
STAT5B	PGR
STAT6	ANKZF1
STAT6	CEBPZ
STAT6	JUN
STAT6	NCOA2
STAT6	NCOA3
STAT6	NFKB1
STAT6	PPARG
STAT6	ZBTB2
STAT6	ZNF407
STAT6	ZNF92
TAL1	LYL1
TAL1	SATB1
TAL1	TCF4
TAL1	ZHX1
TAL2	TCF12
TAL2	TCF4
TBP	CXXC1
TBP	FOS
TBP	FOXF2
TBP	JUN
TBP	KLF5
TBPL2	NFYC
TBP	MEF2A
TBP	MSX1
TBP	NFYC
TBP	NR3C1
TBP	PAX3
TBP	PAX6
TBP	REL
TBP	RXRA
TBP	ZNF76
TBX15	VENTX
TBX20	ZSCAN1
TBX21	SP1
TBX21	ZNF490
TBX2	EGR1
TBX2	SOX2
TBX6	HSFY1
TBX6	MEOX2
TCF12	ASCL4
TCF12	FOXH1
TCF12	NEUROG3
TCF12	OLIG3
TCF12	SMAD3
TCF12	TBP
TCF12	TCF21
TCF12	TCF23
TCF12	TWIST2
TCF20	GATAD2A
TCF20	GATAD2B
TCF20	HMG20A
TCF21	TCF12
TCF21	TCF3
TCF21	TCF4
TCF3	ATOH8
TCF3	BHLHA15
TCF3	BHLHE40
TCF3	CHCHD3
TCF3	ELK3
TCF3	HAND2
TCF3	NHLH2
TCF3	SAFB
TCF3	SCX
TCF3	SON
TCF3	TCF21
TCF3	TCF24
TCF3	TET2
TCF3	TWIST1
TCF3	USF1
TCF4	ASCL3
TCF4	ASCL4
TCF4	BACH1
TCF4	BHLHA15
TCF4	DMRT3
TCF4	HAND1
TCF4	HAND2
TCF4	HMG20A
TCF4	LYL1
TCF4	MSC
TCF4	MYC
TCF4	PRDM6
TCF4	TAL1
TCF4	TAL2
TCF4	TCF21
TCF4	TCF24
TCF4	TP53
TCF4	TWIST1
TCF4	TWIST2
TCF4	ZNF124
TCF4	ZNF417
TCF4	ZNF587
TCF7L2	FOXA2
TCF7L2	GATA3
TCF7L2	HIC1
TCF7L2	ZBTB33
TCFL5	USF1
TEAD1	MAX
TEAD1	MEF2C
TEAD1	SRF
TEAD2	ADNP
TEAD2	ARID3B
TEAD2	ATF3
TEAD2	CASZ1
TEAD2	DLX5
TEAD2	FOXK2
TEAD2	HOXA10
TEAD2	HOXB13
TEAD2	HOXB9
TEAD2	HOXD13
TEAD2	MECP2
TEAD2	MYBL2
TEAD2	NFATC1
TEAD2	NR2F1
TEAD2	NR2F2
TEAD2	NR3C1
TEAD2	POU2F1
TEAD2	POU2F2
TEAD2	SALL1
TEAD2	SATB1
TEAD2	SATB2
TEAD2	TBX2
TEAD2	TFCP2
TEAD2	TRPS1
TEAD2	ZEB2
TEAD2	ZFHX4
TEAD2	ZIC2
TEAD2	ZNF536
TEAD4	HOMEZ
TEAD4	NFKB1
TEAD4	RELA
TEAD4	SKI
TERF1	FOXJ3
TERF1	FOXM1
TERF1	HMGN3
TERF1	HOXA3
TERF1	PA2G4
TERF1	SALL1
TERF1	SP100
TERF1	TBPL1
TERF1	TBX1
TERF1	YY1
TERF1	ZBTB16
TERF1	ZHX1
TERF1	ZNF281
TERF1	ZNF790
TERF2	CHAMP1
TERF2	FOXJ3
TERF2	HMGN3
TERF2	MECP2
TERF2	NAIF1
TERF2	REPIN1
TERF2	REST
TERF2	SP100
TERF2	TBPL1
TERF2	TBX1
TERF2	YY1
TERF2	ZGPAT
TERF2	ZKSCAN4
TERF2	ZNF281
TERF2	ZNF703
TET1	EPAS1
TET1	HIF1A
TET2	EBF1
TET2	LTF
TFAP2A	NFKB1
TFAP2A	RELA
TFAP2A	SP1
TFAP2A	TP53
TFAP2A	YBX1
TFAP4	ARID2
TFAP4	ATF1
TFAP4	CLOCK
TFAP4	CTCF
TFAP4	DNTTIP1
TFAP4	ESRRA
TFAP4	FOXK1
TFAP4	FOXK2
TFAP4	GTF2I
TFAP4	MBD2
TFAP4	NFATC2
TFAP4	NFIA
TFAP4	NFIC
TFAP4	NR2F1
TFAP4	NR2F2
TFAP4	NR2F6
TFAP4	PKNOX1
TFAP4	PRDM16
TFAP4	SP1
TFAP4	SP3
TFAP4	TERF2
TFAP4	TFCP2
TFAP4	TFCP2L1
TFAP4	THYN1
TFAP4	TP53
TFAP4	UBP1
TFAP4	USF2
TFAP4	WIZ
TFAP4	ZBTB7A
TFAP4	ZBTB7B
TFAP4	ZHX3
TFAP4	ZNF335
TFAP4	ZNF462
TFAP4	ZZZ3
TFCP2	E2F8
TFCP2	FOXA1
TFCP2	FOXC1
TFCP2	MSC
TFCP2	NFE4
TFCP2	NR1D1
TFCP2	POU3F2
TFCP2	TFCP2L1
TFDP1	AKAP8
TFDP2	E2F1
TFDP2	E2F2
TFDP2	E2F3
TFDP2	E2F4
TFDP2	E2F5
TFDP2	E2F6
TFDP3	KCMF1
TFEB	TFEC
TFEC	TFE3
TGIF1	JUN
TGIF1	SMAD1
TGIF2LY	TGIF2LX
THAP11	ARNTL
THAP11	CLOCK
THAP11	PHF21A
THAP1	ZNF385C
THAP1	ZNF408
THAP7	ASH1L
THAP7	CEBPZ
THAP7	HINFP
THAP7	ZNF512
THAP8	SETDB1
THAP8	TP53
THRA	ARID5A
THRA	L3MBTL3
THRA	MEF2A
THRA	ZBTB3
THRB	ATF2
THRB	HMGN3
THRB	TP53
TIGD5	ZNF703
TIGD6	GTF2I
TLX2	IRF6
